job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,salary_min,salary_max,average_salary,posted_year,posted_month,posted_quarter,posted_day_of_week,city,country_code,skill_count,tool_count,has_python,has_sql,has_r,has_excel,has_pandas,has_numpy,has_scikit_learn,has_tensorflow,has_pytorch,has_keras,has_huggingface,has_langchain,has_fastapi,has_flask,has_powerbi,has_mlflow,has_cuda,has_aws,has_azure,has_gcp,has_bigquery,has_kdb,has_reinforcement_learning,has_cloud,has_deep_learning,has_nlp_related,experience_level_num,company_size_num,salary_level
70,Smith-Jones,Education,Data Analyst,"LangChain, PyTorch, Flask",Mid,Full-time,"South Karenville, BB",86690-120765,2025-06-15,Mid,BigQuery,86690,120765,103727.5,2025,6,2,Sunday,South Karenville,BB,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,2,Medium
71,"Maddox, Steele and Jones",Retail,ML Engineer,"Flask, Scikit-learn, NumPy",Entry,Internship,"Billyfort, YE",85816-149983,2025-03-12,Mid,"FastAPI, PyTorch",85816,149983,117899.5,2025,3,1,Wednesday,Billyfort,YE,3,2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,Medium
72,Williams PLC,Healthcare,Quant Researcher,"SQL, FastAPI, LangChain, Scikit-learn, NumPy, TensorFlow",Senior,Remote,"New Jefferyfort, TG",60805-99890,2024-02-12,Startup,"FastAPI, LangChain",60805,99890,80347.5,2024,2,1,Monday,New Jefferyfort,TG,6,2,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,Medium
73,"Hurst, Manning and Wood",Education,Data Analyst,"Azure, Excel, TensorFlow",Senior,Remote,"Petersenborough, VN",118377-137651,2025-05-02,Large,"PyTorch, BigQuery, Scikit-learn",118377,137651,128014.0,2025,5,2,Friday,Petersenborough,VN,3,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,3,3,High
74,"Howard, Carr and Joseph",Automotive,NLP Engineer,"C++, MLflow, CUDA, Hugging Face",Mid,Internship,"Leeberg, ME",81382-175328,2023-11-28,Large,"MLflow, PyTorch",81382,175328,128355.0,2023,11,4,Tuesday,Leeberg,ME,4,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,3,High
75,Lewis-Smith,Automotive,ML Engineer,"MLflow, NumPy, R, C++, PyTorch",Senior,Remote,"North Christopherfurt, LR",132555-209536,2025-09-09,Startup,KDB+,132555,209536,171045.5,2025,9,3,Tuesday,North Christopherfurt,LR,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,Very High
76,Luna and Sons,Automotive,AI Researcher,"R, Python, Flask",Mid,Contract,"Weberland, TL",54185-86768,2023-12-06,Mid,"FastAPI, TensorFlow, PyTorch",54185,86768,70476.5,2023,12,4,Wednesday,Weberland,TL,3,3,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,Low
77,King-Sheppard,E-commerce,AI Researcher,"FastAPI, Hugging Face, PyTorch",Mid,Internship,"Zamorafurt, UA",101020-182230,2025-07-03,Startup,PyTorch,101020,182230,141625.0,2025,7,3,Thursday,Zamorafurt,UA,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,High
78,Meyer-Shaffer,E-commerce,NLP Engineer,"Pandas, Flask, FastAPI, Reinforcement Learning",Mid,Internship,"Sharpborough, DM",49529-68621,2024-02-21,Startup,"LangChain, PyTorch, Scikit-learn",49529,68621,59075.0,2024,2,1,Wednesday,Sharpborough,DM,4,3,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,Low
79,"Ellis, Page and Smith",Tech,Quant Researcher,"Reinforcement Learning, Flask, NumPy, LangChain",Entry,Contract,"North Carriestad, IR",88756-103530,2024-10-12,Startup,LangChain,88756,103530,96143.0,2024,10,4,Saturday,North Carriestad,IR,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,Medium
80,Martinez-Fitzgerald,Healthcare,ML Engineer,"AWS, TensorFlow, Flask, Power BI",Senior,Internship,"South Charles, CI",108574-194850,2025-01-20,Large,KDB+,108574,194850,151712.0,2025,1,1,Monday,South Charles,CI,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,3,3,High
81,Johnson Inc,Education,AI Researcher,"Reinforcement Learning, Python, Pandas, TensorFlow",Mid,Internship,"Lake Kristen, AZ",111184-166588,2025-08-03,Large,"Scikit-learn, MLflow, PyTorch",111184,166588,138886.0,2025,8,3,Sunday,Lake Kristen,AZ,4,3,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,3,High
82,Camacho PLC,Finance,Data Analyst,"R, C++, GCP, Hugging Face, LangChain, TensorFlow",Entry,Full-time,"Anthonyland, GQ",120456-210505,2024-01-14,Large,"PyTorch, Scikit-learn, BigQuery",120456,210505,165480.5,2024,1,1,Sunday,Anthonyland,GQ,6,3,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,3,Very High
83,Sweeney-Griffith,Finance,AI Product Manager,"Flask, Azure, C++, Excel",Entry,Internship,"Michaelchester, MK",86740-124608,2025-09-17,Mid,MLflow,86740,124608,105674.0,2025,9,3,Wednesday,Michaelchester,MK,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2,Medium
84,"Stafford, Owens and Thompson",Education,Data Analyst,"MLflow, Hugging Face, Python, Scikit-learn",Entry,Full-time,"Lake Debra, AM",78116-122008,2025-04-25,Mid,"MLflow, LangChain, KDB+",78116,122008,100062.0,2025,4,2,Friday,Lake Debra,AM,4,3,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,Medium
85,"Gonzalez, Watts and Thompson",E-commerce,Computer Vision Engineer,"FastAPI, SQL, Flask, CUDA, C++, Scikit-learn",Mid,Contract,"New Danielburgh, RU",42962-75277,2024-11-01,Startup,"FastAPI, LangChain",42962,75277,59119.5,2024,11,4,Friday,New Danielburgh,RU,6,2,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,Low
86,Graham Group,Tech,Data Analyst,"LangChain, FastAPI, PyTorch, CUDA, AWS",Senior,Full-time,"Lake Melissaville, PL",51640-64834,2024-03-21,Large,"BigQuery, Scikit-learn, MLflow",51640,64834,58237.0,2024,3,1,Thursday,Lake Melissaville,PL,5,3,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,3,3,Low
87,Ward-Allen,Education,Quant Researcher,"C++, Power BI, NumPy",Mid,Contract,"Jeffreyburgh, SC",98118-167073,2024-09-10,Large,"LangChain, BigQuery",98118,167073,132595.5,2024,9,3,Tuesday,Jeffreyburgh,SC,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,3,High
88,"Garrett, Hernandez and Anderson",Finance,Quant Researcher,"FastAPI, Scikit-learn, LangChain",Mid,Internship,"Whiteville, SE",140819-222611,2023-11-16,Mid,"LangChain, MLflow",140819,222611,181715.0,2023,11,4,Thursday,Whiteville,SE,3,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,Very High
89,Long Inc,Finance,AI Researcher,"Flask, Python, Power BI, CUDA",Entry,Internship,"Jacksonmouth, UZ",82496-127505,2025-03-23,Startup,"FastAPI, LangChain, BigQuery",82496,127505,105000.5,2025,3,1,Sunday,Jacksonmouth,UZ,4,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,Medium
90,Cummings-Nash,Finance,AI Researcher,"Python, SQL, C++, FastAPI",Entry,Internship,"Adamton, HR",124249-174855,2023-10-17,Startup,"KDB+, LangChain",124249,174855,149552.0,2023,10,4,Tuesday,Adamton,HR,4,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,High
91,"Sawyer, Donovan and Vargas",Automotive,NLP Engineer,"TensorFlow, Power BI, FastAPI, LangChain, Scikit-learn, Python",Mid,Contract,"Lake Erica, NL",81426-145890,2023-10-19,Mid,"BigQuery, KDB+, LangChain",81426,145890,113658.0,2023,10,4,Thursday,Lake Erica,NL,6,3,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,2,2,Medium
92,"Stewart, Gutierrez and Simpson",Tech,Data Scientist,"GCP, LangChain, Keras",Entry,Internship,"South Paige, VC",51104-130405,2025-03-21,Large,"LangChain, FastAPI, Scikit-learn",51104,130405,90754.5,2025,3,1,Friday,South Paige,VC,3,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,3,Medium
93,Jones-Marshall,Finance,NLP Engineer,"Excel, TensorFlow, Pandas, CUDA",Entry,Remote,"Scottberg, MG",143177-155682,2025-08-26,Startup,"MLflow, FastAPI, TensorFlow",143177,155682,149429.5,2025,8,3,Tuesday,Scottberg,MG,4,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,High
94,Murphy-Rosales,Education,NLP Engineer,"FastAPI, PyTorch, CUDA, Flask, Scikit-learn",Mid,Remote,"West Jesse, NG",139393-162837,2025-07-13,Large,"LangChain, BigQuery",139393,162837,151115.0,2025,7,3,Sunday,West Jesse,NG,5,2,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,2,3,High
95,Solis-Thornton,Healthcare,ML Engineer,"Hugging Face, Python, FastAPI, CUDA, GCP",Entry,Full-time,"East Autumn, AM",111746-137892,2024-10-10,Mid,"LangChain, BigQuery",111746,137892,124819.0,2024,10,4,Thursday,East Autumn,AM,5,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,2,High
96,Michael Ltd,Healthcare,Computer Vision Engineer,"PyTorch, MLflow, Scikit-learn, Excel, Pandas",Senior,Full-time,"Maldonadoville, PL",107083-124486,2025-08-09,Startup,LangChain,107083,124486,115784.5,2025,8,3,Saturday,Maldonadoville,PL,5,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,1,Medium
97,Alexander and Sons,Education,AI Researcher,"Pandas, R, FastAPI, AWS, MLflow, Python",Senior,Full-time,"Richardside, PY",126865-190621,2024-11-15,Startup,"LangChain, FastAPI",126865,190621,158743.0,2024,11,4,Friday,Richardside,PY,6,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,3,1,High
98,"Travis, Fletcher and Rodriguez",Finance,Computer Vision Engineer,"Python, SQL, Power BI, Scikit-learn, FastAPI",Mid,Contract,"Port Julieburgh, KW",127896-227744,2023-12-18,Large,"FastAPI, KDB+, LangChain",127896,227744,177820.0,2023,12,4,Monday,Port Julieburgh,KW,5,3,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,3,Very High
99,Lozano-Hill,Healthcare,Data Analyst,"Keras, NumPy, Excel, C++, Pandas",Entry,Contract,"South Stephanieville, BS",133789-170501,2024-05-22,Large,"TensorFlow, BigQuery",133789,170501,152145.0,2024,5,2,Wednesday,South Stephanieville,BS,5,2,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,High
100,"Farmer, Leach and Norris",Retail,Computer Vision Engineer,"Keras, Power BI, MLflow, AWS",Mid,Contract,"Williamsbury, DO",126422-179630,2025-09-03,Mid,TensorFlow,126422,179630,153026.0,2025,9,3,Wednesday,Williamsbury,DO,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,2,2,High
101,Price-Nichols,Healthcare,ML Engineer,"Pandas, MLflow, Hugging Face, SQL",Entry,Contract,"South Fredview, PL",53156-131761,2025-07-22,Startup,TensorFlow,53156,131761,92458.5,2025,7,3,Tuesday,South Fredview,PL,4,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,Medium
102,"Gonzalez, Jackson and Williams",Retail,Data Scientist,"Hugging Face, LangChain, Azure, Scikit-learn, Flask",Senior,Internship,"Heatherport, DO",76985-169306,2025-08-09,Large,"KDB+, BigQuery, MLflow",76985,169306,123145.5,2025,8,3,Saturday,Heatherport,DO,5,3,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,3,3,High
103,"Dodson, Palmer and Huber",Education,Quant Researcher,"Python, Pandas, NumPy, MLflow",Entry,Full-time,"Alejandromouth, CU",129308-160166,2025-02-26,Mid,KDB+,129308,160166,144737.0,2025,2,1,Wednesday,Alejandromouth,CU,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,High
104,Morris-Sanchez,Finance,Data Scientist,"Power BI, GCP, Scikit-learn",Senior,Internship,"New James, CR",112263-190554,2025-03-21,Mid,TensorFlow,112263,190554,151408.5,2025,3,1,Friday,New James,CR,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,3,2,High
105,Cobb-Lindsey,E-commerce,NLP Engineer,"FastAPI, TensorFlow, NumPy, AWS, Azure",Entry,Contract,"West Madison, QA",147332-158887,2024-11-19,Mid,"LangChain, Scikit-learn",147332,158887,153109.5,2024,11,4,Tuesday,West Madison,QA,5,2,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,2,High
106,Ramirez-Goodwin,Automotive,Computer Vision Engineer,"CUDA, Pandas, GCP, LangChain, Azure, TensorFlow",Mid,Full-time,"Tanyachester, TW",54559-121736,2025-04-04,Mid,"KDB+, MLflow",54559,121736,88147.5,2025,4,2,Friday,Tanyachester,TW,6,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,2,2,Medium
107,Duran PLC,Healthcare,Computer Vision Engineer,"Keras, GCP, SQL",Senior,Remote,"New David, EG",91427-154726,2023-10-03,Mid,"BigQuery, FastAPI",91427,154726,123076.5,2023,10,4,Tuesday,New David,EG,3,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,3,2,High
108,Kaiser Group,Tech,AI Product Manager,"Power BI, FastAPI, Reinforcement Learning, SQL, Keras, AWS",Senior,Contract,"South Patricktown, NO",120983-167455,2025-03-30,Large,"TensorFlow, Scikit-learn, MLflow",120983,167455,144219.0,2025,3,1,Sunday,South Patricktown,NO,6,3,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,3,3,High
109,Garcia PLC,Education,ML Engineer,"AWS, Hugging Face, Flask, CUDA",Mid,Contract,"Sanfordmouth, GW",108083-168433,2024-02-06,Large,BigQuery,108083,168433,138258.0,2024,2,1,Tuesday,Sanfordmouth,GW,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,2,3,High
110,Steele-Norman,Healthcare,Quant Researcher,"Azure, MLflow, Excel, CUDA",Mid,Contract,"Elainefurt, BS",43248-86711,2024-06-20,Mid,Scikit-learn,43248,86711,64979.5,2024,6,2,Thursday,Elainefurt,BS,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,2,Low
111,Garcia Ltd,Education,AI Researcher,"SQL, Flask, NumPy, Power BI, Excel",Entry,Remote,"Brownstad, LU",73459-87186,2024-09-08,Large,KDB+,73459,87186,80322.5,2024,9,3,Sunday,Brownstad,LU,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,3,Medium
112,Hill LLC,Healthcare,AI Researcher,"GCP, Azure, Reinforcement Learning, TensorFlow, CUDA, FastAPI",Mid,Contract,"Lake Christopher, QA",94345-157493,2024-07-24,Large,Scikit-learn,94345,157493,125919.0,2024,7,3,Wednesday,Lake Christopher,QA,6,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,2,3,High
113,"Morales, Thomas and Miller",Healthcare,NLP Engineer,"Python, FastAPI, R",Mid,Full-time,"Millermouth, GY",113621-179602,2024-08-28,Mid,"MLflow, Scikit-learn, FastAPI",113621,179602,146611.5,2024,8,3,Wednesday,Millermouth,GY,3,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,High
114,Kelly-Novak,Finance,Data Scientist,"Scikit-learn, Pandas, GCP, Python, R",Entry,Full-time,"Nicoleside, AD",43828-137950,2025-05-20,Mid,KDB+,43828,137950,90889.0,2025,5,2,Tuesday,Nicoleside,AD,5,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,Medium
115,Martin-Hernandez,Tech,Quant Researcher,"AWS, Python, GCP, R, C++, FastAPI",Senior,Remote,"North Patrick, KE",118046-186961,2025-06-17,Startup,"Scikit-learn, TensorFlow",118046,186961,152503.5,2025,6,2,Tuesday,North Patrick,KE,6,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,3,1,High
116,Price-Dean,Education,NLP Engineer,"NumPy, LangChain, Excel, Keras",Entry,Full-time,"Dennistown, IQ",143236-210339,2024-03-17,Large,MLflow,143236,210339,176787.5,2024,3,1,Sunday,Dennistown,IQ,4,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3,Very High
117,Ruiz Inc,Automotive,Data Analyst,"NumPy, Scikit-learn, Keras, TensorFlow, Hugging Face, Excel",Entry,Contract,"Rodriguezfurt, LI",70478-154317,2025-05-07,Large,"LangChain, KDB+",70478,154317,112397.5,2025,5,2,Wednesday,Rodriguezfurt,LI,6,2,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,Medium
118,"Hudson, Burton and Campbell",E-commerce,Data Analyst,"TensorFlow, R, Hugging Face",Mid,Internship,"Sullivanburgh, BJ",69403-123368,2024-04-05,Startup,Scikit-learn,69403,123368,96385.5,2024,4,2,Friday,Sullivanburgh,BJ,3,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,Medium
119,Roberson Inc,Automotive,NLP Engineer,"Python, Power BI, Pandas, MLflow, Keras, Scikit-learn",Mid,Contract,"New Justin, ZW",143437-196807,2024-01-01,Mid,"MLflow, PyTorch, FastAPI",143437,196807,170122.0,2024,1,1,Monday,New Justin,ZW,6,3,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,2,Very High
120,Gutierrez PLC,Retail,NLP Engineer,"PyTorch, GCP, NumPy, Python, Pandas, Keras",Entry,Contract,"West Fredside, PW",59290-84926,2025-08-10,Mid,"TensorFlow, KDB+, BigQuery",59290,84926,72108.0,2025,8,3,Sunday,West Fredside,PW,6,3,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,2,Low
121,"King, Chambers and Brown",Retail,AI Researcher,"SQL, Excel, Python",Mid,Remote,"Eriktown, GT",124112-141184,2024-10-08,Mid,"Scikit-learn, MLflow",124112,141184,132648.0,2024,10,4,Tuesday,Eriktown,GT,3,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,High
122,Shannon LLC,Finance,AI Researcher,"GCP, Keras, Azure, SQL, Scikit-learn, NumPy",Entry,Contract,"Port Robert, TR",93411-137526,2024-07-10,Large,BigQuery,93411,137526,115468.5,2024,7,3,Wednesday,Port Robert,TR,6,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,3,Medium
123,Thompson-Norris,Finance,Computer Vision Engineer,"Azure, TensorFlow, PyTorch, AWS, Flask",Senior,Contract,"Davidfort, CU",98592-132404,2024-10-08,Startup,"KDB+, MLflow",98592,132404,115498.0,2024,10,4,Tuesday,Davidfort,CU,5,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,3,1,Medium
124,Davis and Sons,E-commerce,Quant Researcher,"Hugging Face, Power BI, SQL, FastAPI, C++, Reinforcement Learning",Mid,Internship,"Carrollland, SE",109693-136678,2023-10-31,Large,KDB+,109693,136678,123185.5,2023,10,4,Tuesday,Carrollland,SE,6,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,2,3,High
125,"Reed, Garcia and French",E-commerce,NLP Engineer,"Keras, CUDA, TensorFlow",Mid,Full-time,"West Richardborough, BE",128381-173902,2025-08-03,Startup,"BigQuery, TensorFlow",128381,173902,151141.5,2025,8,3,Sunday,West Richardborough,BE,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,High
126,Anderson-Cruz,Tech,Computer Vision Engineer,"SQL, AWS, Power BI",Mid,Remote,"Jasonshire, TH",114132-129565,2025-04-07,Large,PyTorch,114132,129565,121848.5,2025,4,2,Monday,Jasonshire,TH,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,3,High
127,King PLC,Finance,Quant Researcher,"NumPy, CUDA, Scikit-learn, Keras, Excel, Pandas",Mid,Contract,"East Sheriton, SV",117985-188287,2024-03-10,Large,Scikit-learn,117985,188287,153136.0,2024,3,1,Sunday,East Sheriton,SV,6,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,High
128,Baker-Gomez,Finance,AI Product Manager,"NumPy, PyTorch, FastAPI, CUDA, Azure",Entry,Remote,"Sarahview, SE",98649-172840,2024-11-22,Large,"LangChain, KDB+",98649,172840,135744.5,2024,11,4,Friday,Sarahview,SE,5,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,3,High
129,"Patterson, Bruce and Herring",Retail,NLP Engineer,"Keras, Pandas, MLflow, Scikit-learn",Mid,Remote,"Davechester, LR",132259-223631,2024-12-31,Mid,"PyTorch, KDB+, LangChain",132259,223631,177945.0,2024,12,4,Tuesday,Davechester,LR,4,3,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,2,Very High
130,Jackson Inc,Education,Data Analyst,"MLflow, NumPy, Scikit-learn, Azure, Keras",Senior,Internship,"Allenton, UG",92116-122876,2025-03-11,Startup,Scikit-learn,92116,122876,107496.0,2025,3,1,Tuesday,Allenton,UG,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3,1,Medium
131,"Thompson, Lewis and Gonzalez",E-commerce,NLP Engineer,"AWS, Hugging Face, Python, Reinforcement Learning, Scikit-learn, LangChain",Entry,Internship,"Westland, KM",111421-135658,2024-09-23,Large,BigQuery,111421,135658,123539.5,2024,9,3,Monday,Westland,KM,6,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,3,High
132,Mclean Inc,Healthcare,NLP Engineer,"Keras, Pandas, TensorFlow, CUDA",Mid,Remote,"Shermanshire, MM",64185-77841,2025-02-09,Large,"KDB+, FastAPI",64185,77841,71013.0,2025,2,1,Sunday,Shermanshire,MM,4,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,3,Low
133,Moore Inc,Automotive,AI Researcher,"Power BI, CUDA, Scikit-learn",Senior,Contract,"Jamesborough, GB",114287-213324,2025-04-23,Mid,"BigQuery, LangChain, FastAPI",114287,213324,163805.5,2025,4,2,Wednesday,Jamesborough,GB,3,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,3,2,Very High
134,Flores-Dalton,Automotive,AI Researcher,"CUDA, Reinforcement Learning, TensorFlow, Power BI, FastAPI, LangChain",Senior,Internship,"East Edward, MV",67967-136114,2025-09-01,Mid,TensorFlow,67967,136114,102040.5,2025,9,3,Monday,East Edward,MV,6,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,3,2,Medium
135,Nguyen and Sons,Healthcare,Data Analyst,"C++, MLflow, TensorFlow, NumPy, Excel, R",Entry,Full-time,"Youngborough, CF",119699-195649,2024-02-29,Mid,"PyTorch, FastAPI",119699,195649,157674.0,2024,2,1,Thursday,Youngborough,CF,6,2,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,High
136,Russell Inc,Finance,NLP Engineer,"Excel, CUDA, GCP, Scikit-learn, Python",Senior,Remote,"Morrowview, RS",105893-197119,2024-12-30,Mid,PyTorch,105893,197119,151506.0,2024,12,4,Monday,Morrowview,RS,5,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,3,2,High
137,Castillo and Sons,Education,Computer Vision Engineer,"NumPy, MLflow, R, C++",Mid,Full-time,"North Sheilamouth, JP",144509-185639,2024-09-02,Mid,"FastAPI, PyTorch, TensorFlow",144509,185639,165074.0,2024,9,3,Monday,North Sheilamouth,JP,4,3,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,Very High
138,Price PLC,Finance,AI Product Manager,"AWS, GCP, R, Power BI",Senior,Contract,"Randallside, CZ",125979-196585,2024-03-05,Startup,"BigQuery, Scikit-learn",125979,196585,161282.0,2024,3,1,Tuesday,Randallside,CZ,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,3,1,Very High
139,"Payne, Vasquez and Arnold",Healthcare,AI Product Manager,"Azure, Hugging Face, C++, Scikit-learn, Flask, Pandas",Mid,Full-time,"Danielfurt, GW",96804-161412,2024-01-14,Large,"LangChain, PyTorch, MLflow",96804,161412,129108.0,2024,1,1,Sunday,Danielfurt,GW,6,3,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,2,3,High
140,Roth LLC,Retail,Data Analyst,"SQL, AWS, Pandas, PyTorch, LangChain, C++",Senior,Contract,"Royville, BG",145387-192153,2025-08-26,Startup,BigQuery,145387,192153,168770.0,2025,8,3,Tuesday,Royville,BG,6,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,3,1,Very High
